"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: spinningBackOff","Param: work"
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,222.859911,26.000761,"ops/ms",synchron,7,500
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,72.143497,40.660618,"ops/ms",synchron,7,500
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,150.716414,18.181345,"ops/ms",synchron,7,500
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,150.716414,18.181345,"ops/ms",synchron,7,500
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,150.717415,18.181345,"ops/ms",synchron,7,500
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,67.208569,10.262700,"ops/ms",spinning,7,500
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,33.598217,5.118613,"ops/ms",spinning,7,500
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,33.610351,5.144124,"ops/ms",spinning,7,500
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,33.610351,5.144124,"ops/ms",spinning,7,500
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,33.611352,5.144124,"ops/ms",spinning,7,500
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,89.026702,8.285826,"ops/ms",stm,7,500
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,53.953319,6.103922,"ops/ms",stm,7,500
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,35.073383,2.661729,"ops/ms",stm,7,500
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,35.073383,2.661729,"ops/ms",stm,7,500
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,83.898034,7.224694,"ops/ms",stm,7,500
