"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: work"
"benchmarks.dynamic.Stacks.run","thrpt",6,50.000000,31.490943,6.296233,"ops/ms",spinningWait,10000
