"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: work"
"benchmarks.dynamic.Stacks.run","thrpt",9,50.000000,64.268113,8.054090,"ops/ms",synchron,10000
