"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: work"
"benchmarks.dynamic.Stacks.run","thrpt",12,50.000000,15.306208,0.823868,"ops/ms",spinningWait,10000
