"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: work"
"benchmarks.dynamic.Stacks.run","thrpt",2,50.000000,77.506159,12.295609,"ops/ms",stm,10000
