"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: work"
"benchmarks.dynamic.Stacks.run","thrpt",13,50.000000,18.849570,4.308025,"ops/ms",spinningWait,10000
