"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: depth","Param: riname","Param: sources"
"benchmarks.grid.Bench.primGrid","thrpt",14,50.000000,5.395415,0.318617,"ops/ms",64,REScalaSpin,64
"benchmarks.grid.Bench.primGrid","thrpt",14,50.000000,7.906865,0.344987,"ops/ms",64,REScalaSTM,64
"benchmarks.grid.Bench.primGrid","thrpt",14,50.000000,7.499219,1.057168,"ops/ms",64,REScalaSync,64
