"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: spinningBackOff","Param: work"
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,62.046426,11.436553,"ops/ms",synchron,7,7500
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,21.173547,13.391088,"ops/ms",synchron,7,7500
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,40.872879,1.995743,"ops/ms",synchron,7,7500
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,40.872879,1.995743,"ops/ms",synchron,7,7500
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,40.873880,1.995743,"ops/ms",synchron,7,7500
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,52.084617,4.576826,"ops/ms",spinning,7,7500
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,26.110884,2.302843,"ops/ms",spinning,7,7500
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,25.973733,2.274296,"ops/ms",spinning,7,7500
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,25.973733,2.274296,"ops/ms",spinning,7,7500
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,25.974734,2.274296,"ops/ms",spinning,7,7500
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,157.419985,5.539064,"ops/ms",stm,7,7500
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,146.094045,5.505750,"ops/ms",stm,7,7500
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,11.325940,0.562080,"ops/ms",stm,7,7500
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,11.325940,0.562080,"ops/ms",stm,7,7500
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,33.197435,0.831196,"ops/ms",stm,7,7500
