"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: spinningBackOff","Param: work"
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,228.851849,28.347456,"ops/ms",synchron,7,500
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,104.505824,53.691453,"ops/ms",synchron,7,500
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,124.346025,28.186504,"ops/ms",synchron,7,500
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,124.346025,28.186504,"ops/ms",synchron,7,500
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,124.347026,28.186504,"ops/ms",synchron,7,500
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,75.437534,14.965463,"ops/ms",spinning,7,500
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,37.701497,7.458321,"ops/ms",spinning,7,500
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,37.736037,7.507159,"ops/ms",spinning,7,500
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,37.736037,7.507159,"ops/ms",spinning,7,500
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,37.737038,7.507159,"ops/ms",spinning,7,500
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,92.337106,9.006240,"ops/ms",stm,7,500
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,57.173650,6.374459,"ops/ms",stm,7,500
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,35.163457,3.026557,"ops/ms",stm,7,500
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,35.163457,3.026557,"ops/ms",stm,7,500
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,86.089011,8.014966,"ops/ms",stm,7,500
