"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",3,50.000000,440.714400,56.093010,"ops/ms",REScalaSTM
"benchmarks.simple.Mapping.shared","thrpt",3,50.000000,93.516431,6.893538,"ops/ms",REScalaSTM
