"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",13,50.000000,2539.135106,65.818787,"ops/ms",SIDUP
"benchmarks.simple.Mapping.shared","thrpt",13,50.000000,79.973701,1.998340,"ops/ms",SIDUP
