"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",9,50.000000,2125.385008,139.658859,"ops/ms",SIDUP
"benchmarks.simple.Mapping.shared","thrpt",9,50.000000,111.444317,3.392931,"ops/ms",SIDUP
