"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",10,50.000000,945.648220,121.992598,"ops/ms",REScalaSTM
"benchmarks.simple.Mapping.shared","thrpt",10,50.000000,44.635990,0.577616,"ops/ms",REScalaSTM
