"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",11,50.000000,787.856126,93.982549,"ops/ms",REScalaSTM
"benchmarks.simple.Mapping.shared","thrpt",11,50.000000,42.955557,1.014113,"ops/ms",REScalaSTM
