"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",3,50.000000,477.126244,15.913779,"ops/ms",REScalaSync
"benchmarks.simple.Mapping.shared","thrpt",3,50.000000,354.440058,12.356369,"ops/ms",REScalaSync
