"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",32,50.000000,336.199053,10.471559,"ops/ms",scala.rx
"benchmarks.simple.Mapping.shared","thrpt",32,50.000000,488.539936,26.305813,"ops/ms",scala.rx
