"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",11,50.000000,1780.214532,70.495615,"ops/ms",REScalaSpinWait
"benchmarks.simple.Mapping.shared","thrpt",11,50.000000,49.015735,11.879745,"ops/ms",REScalaSpinWait
