"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",8,50.000000,1454.678635,44.809672,"ops/ms",REScalaSpinWait
"benchmarks.simple.Mapping.shared","thrpt",8,50.000000,43.485494,9.234934,"ops/ms",REScalaSpinWait
