"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",64,50.000000,339.958584,9.591049,"ops/ms",scala.rx
"benchmarks.simple.Mapping.shared","thrpt",64,50.000000,486.823037,14.218191,"ops/ms",scala.rx
