"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",9,50.000000,4276.505752,483.438337,"ops/ms",scala.react
"benchmarks.simple.Mapping.shared","thrpt",9,50.000000,541.847672,25.862675,"ops/ms",scala.react
