"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",64,50.000000,4437.521079,128.367008,"ops/ms",SIDUP
"benchmarks.simple.Mapping.shared","thrpt",64,50.000000,39.760092,0.469093,"ops/ms",SIDUP
