"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",16,50.000000,229.547224,23.267696,"ops/ms",REScalaSync
"benchmarks.simple.Mapping.shared","thrpt",16,50.000000,181.505519,13.828276,"ops/ms",REScalaSync
