"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",10,50.000000,344.089612,13.115790,"ops/ms",scala.rx
"benchmarks.simple.Mapping.shared","thrpt",10,50.000000,524.198764,24.233444,"ops/ms",scala.rx
