"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",5,50.000000,3257.988737,305.271058,"ops/ms",scala.react
"benchmarks.simple.Mapping.shared","thrpt",5,50.000000,870.068874,48.853210,"ops/ms",scala.react
