"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",16,50.000000,1875.033069,104.089645,"ops/ms",REScalaSpinWait
"benchmarks.simple.Mapping.shared","thrpt",16,50.000000,36.593005,0.962246,"ops/ms",REScalaSpinWait
