"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",3,50.000000,829.161570,20.502146,"ops/ms",REScalaSpin
"benchmarks.simple.Mapping.shared","thrpt",3,50.000000,155.402858,5.759665,"ops/ms",REScalaSpin
