"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",9,50.000000,844.176148,83.474000,"ops/ms",REScalaSTM
"benchmarks.simple.Mapping.shared","thrpt",9,50.000000,47.623075,0.548984,"ops/ms",REScalaSTM
