"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",3,50.000000,822.025641,17.251356,"ops/ms",REScalaSpinWait
"benchmarks.simple.Mapping.shared","thrpt",3,50.000000,98.138385,9.844829,"ops/ms",REScalaSpinWait
