"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",32,50.000000,2107.524781,44.997761,"ops/ms",REScalaSpin
"benchmarks.simple.Mapping.shared","thrpt",32,50.000000,14.174445,1.964394,"ops/ms",REScalaSpin
