"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",32,50.000000,3711.138869,172.040927,"ops/ms",SIDUP
"benchmarks.simple.Mapping.shared","thrpt",32,50.000000,52.585159,0.668726,"ops/ms",SIDUP
