"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",15,50.000000,316.205892,7.125891,"ops/ms",scala.rx
"benchmarks.simple.Mapping.shared","thrpt",15,50.000000,466.715497,6.204771,"ops/ms",scala.rx
