"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",8,50.000000,4330.945320,490.876749,"ops/ms",scala.react
"benchmarks.simple.Mapping.shared","thrpt",8,50.000000,510.063257,20.597090,"ops/ms",scala.react
