"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",1,50.000000,423.616815,14.298953,"ops/ms",REScalaSpinWait
"benchmarks.simple.Mapping.shared","thrpt",1,50.000000,414.419616,12.685477,"ops/ms",REScalaSpinWait
