"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",4,50.000000,1230.024472,63.212261,"ops/ms",SIDUP
"benchmarks.simple.Mapping.shared","thrpt",4,50.000000,179.681339,4.784285,"ops/ms",SIDUP
