"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",10,50.000000,264.719490,36.346606,"ops/ms",REScalaSync
"benchmarks.simple.Mapping.shared","thrpt",10,50.000000,241.136217,17.175755,"ops/ms",REScalaSync
