"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",9,50.000000,1608.919295,62.735902,"ops/ms",REScalaSpinWait
"benchmarks.simple.Mapping.shared","thrpt",9,50.000000,48.253416,9.854970,"ops/ms",REScalaSpinWait
