"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",2,50.000000,201.943628,8.168757,"ops/ms",scala.rx
"benchmarks.simple.Mapping.shared","thrpt",2,50.000000,197.557298,8.166251,"ops/ms",scala.rx
