"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: layout","Param: philosophers","Param: spinningBackOff","Param: tableType","Param: work"
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",18,50.000000,0.009784,0.000008,"ops/ms",synchron,random,32,7,static,10000000
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",18,50.000000,0.009786,0.000009,"ops/ms",synchron,random,64,7,static,10000000
