"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: layout","Param: philosophers","Param: spinningBackOff","Param: tableType","Param: work"
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",6,50.000000,0.018638,0.000884,"ops/ms",pipeliningParallelFraming,second,32,7,static,10000000
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",6,50.000000,0.021479,0.000705,"ops/ms",pipeliningParallelFraming,second,64,7,static,10000000
