"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: depth","Param: riname","Param: sources"
"benchmarks.grid.Bench.primGrid","thrpt",15,50.000000,12480.217420,212.087495,"ops/s",64,REScalaSpin,64
