"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: spinningBackOff","Param: work"
"benchmarks.dynamic.Stacks.run","thrpt",1,50.000000,256.669032,4.585508,"ops/ms",synchron,7,0
"benchmarks.dynamic.Stacks.run","thrpt",1,50.000000,152.348874,1.026593,"ops/ms",spinning,7,0
"benchmarks.dynamic.Stacks.run","thrpt",1,50.000000,163.121479,3.965453,"ops/ms",stm,7,0
