"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: spinningBackOff","Param: work"
"benchmarks.dynamic.Stacks.run","thrpt",13,50,81.603580,6.223856,"ops/ms",synchron,7,0
"benchmarks.dynamic.Stacks.run","thrpt",13,50,760.972717,30.647085,"ops/ms",spinning,7,0
"benchmarks.dynamic.Stacks.run","thrpt",13,50,639.211165,119.834609,"ops/ms",stm,7,0
