"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",15,50.000000,935.503957,134.885146,"ops/ms",REScalaSTM
"benchmarks.simple.Mapping.shared","thrpt",15,50.000000,33.727817,0.582652,"ops/ms",REScalaSTM
