"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",16,50.000000,1138.395035,131.137346,"ops/ms",REScalaSTM
"benchmarks.simple.Mapping.shared","thrpt",16,50.000000,32.186208,0.741709,"ops/ms",REScalaSTM
