"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: spinningBackOff","Param: work"
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,277.496310,20.289706,"ops/ms",synchron,7,0
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,146.303687,49.154737,"ops/ms",synchron,7,0
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,131.192623,30.453914,"ops/ms",synchron,7,0
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,131.192623,30.453914,"ops/ms",synchron,7,0
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,131.193624,30.453914,"ops/ms",synchron,7,0
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,71.278231,10.741731,"ops/ms",spinning,7,0
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,35.633811,5.369478,"ops/ms",spinning,7,0
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,35.644420,5.372282,"ops/ms",spinning,7,0
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,35.644420,5.372282,"ops/ms",spinning,7,0
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,35.645421,5.372282,"ops/ms",spinning,7,0
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,85.129443,6.865672,"ops/ms",stm,7,0
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,42.262128,4.352384,"ops/ms",stm,7,0
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,42.867315,2.814526,"ops/ms",stm,7,0
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,42.867315,2.814526,"ops/ms",stm,7,0
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,94.368913,6.256840,"ops/ms",stm,7,0
