"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: spinningBackOff","Param: work"
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,75.557610,13.752644,"ops/ms",synchron,7,5000
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,19.297889,17.206722,"ops/ms",synchron,7,5000
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,56.259722,3.546119,"ops/ms",synchron,7,5000
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,56.259722,3.546119,"ops/ms",synchron,7,5000
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,56.260723,3.546119,"ops/ms",synchron,7,5000
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,59.812485,8.984515,"ops/ms",spinning,7,5000
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,30.025594,4.509799,"ops/ms",spinning,7,5000
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,29.786892,4.475088,"ops/ms",spinning,7,5000
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,29.786892,4.475088,"ops/ms",spinning,7,5000
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,29.787892,4.475087,"ops/ms",spinning,7,5000
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,142.361092,9.250558,"ops/ms",stm,7,5000
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,127.490576,8.899261,"ops/ms",stm,7,5000
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,14.870517,0.713261,"ops/ms",stm,7,5000
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,14.870517,0.713261,"ops/ms",stm,7,5000
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,41.726697,1.527226,"ops/ms",stm,7,5000
