"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: depth","Param: riname","Param: sources"
"benchmarks.grid.Bench.primGrid","thrpt",15,50,4.048316,0.221323,"ops/ms",64,ParRP,64
"benchmarks.grid.Bench.primGrid","thrpt",15,50,7.121921,0.257291,"ops/ms",64,REScalaSTM,64
"benchmarks.grid.Bench.primGrid","thrpt",15,50,6.461517,0.991515,"ops/ms",64,REScalaSync,64
