"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",32,50.000000,227.500189,19.980674,"ops/ms",REScalaSync
"benchmarks.simple.Mapping.shared","thrpt",32,50.000000,187.850200,14.920131,"ops/ms",REScalaSync
