"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",4,50.000000,460.399228,35.469409,"ops/ms",REScalaSync
"benchmarks.simple.Mapping.shared","thrpt",4,50.000000,357.796630,17.028278,"ops/ms",REScalaSync
