"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: riname"
"benchmarks.simple.Mapping.local","thrpt",5,50.000000,540.848248,57.745722,"ops/ms",REScalaSTM
"benchmarks.simple.Mapping.shared","thrpt",5,50.000000,72.738628,2.791816,"ops/ms",REScalaSTM
