"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: layout","Param: philosophers","Param: tableType","Param: work"
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",12,50.000000,366766.914047,6032.660683,"ops/s",spinningWait,block,64,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",12,50.000000,505762.715204,7904.602666,"ops/s",spinningWait,block,256,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",12,50.000000,231942.284167,2737.793957,"ops/s",spinningWait,alternating,64,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",12,50.000000,388999.064642,6968.063954,"ops/s",spinningWait,alternating,256,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",12,50.000000,205249.270416,1862.471360,"ops/s",spinningWait,random,64,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",12,50.000000,367149.271543,3081.336128,"ops/s",spinningWait,random,256,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",12,50.000000,451012.310396,3933.001126,"ops/s",spinningWait,third,64,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",12,50.000000,526666.180495,3678.958365,"ops/s",spinningWait,third,256,static,0
"benchmarks.philosophers.PhilosopherCompetition.reference","thrpt",12,50.000000,4618475713.244421,6579061.116713,"ops/s",,,,,0
