"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: layout","Param: philosophers","Param: tableType","Param: work"
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",4,50.000000,122096.588459,10122.586116,"ops/s",stm,block,64,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",4,50.000000,141986.456004,23247.043939,"ops/s",stm,block,256,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",4,50.000000,114834.936824,4843.088951,"ops/s",stm,alternating,64,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",4,50.000000,104107.469813,11118.617463,"ops/s",stm,alternating,256,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",4,50.000000,88461.612067,7431.651536,"ops/s",stm,random,64,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",4,50.000000,128192.332888,7419.212804,"ops/s",stm,random,256,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",4,50.000000,94979.562979,12255.028162,"ops/s",stm,third,64,static,0
"benchmarks.philosophers.PhilosopherCompetition.eat","thrpt",4,50.000000,152050.598851,19428.763765,"ops/s",stm,third,256,static,0
"benchmarks.philosophers.PhilosopherCompetition.reference","thrpt",4,50.000000,1635056171.250495,4413430.902413,"ops/s",,,,,0
