"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: depth","Param: riname","Param: sources"
"benchmarks.grid.Bench.primGrid","thrpt",3,50.000000,889.842432,67.068752,"ops/s",64,SIDUP,64
