"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: spinningBackOff","Param: work"
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,279.592754,19.905297,"ops/ms",synchron,7,100
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,104.703398,43.419322,"ops/ms",synchron,7,100
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,174.889355,30.963578,"ops/ms",synchron,7,100
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,174.889355,30.963578,"ops/ms",synchron,7,100
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,174.890356,30.963578,"ops/ms",synchron,7,100
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,100.281600,27.205587,"ops/ms",spinning,7,100
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,50.132650,13.607096,"ops/ms",spinning,7,100
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,50.148950,13.598531,"ops/ms",spinning,7,100
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,50.148950,13.598531,"ops/ms",spinning,7,100
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,50.149951,13.598531,"ops/ms",spinning,7,100
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,86.960179,9.287760,"ops/ms",stm,7,100
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,45.182022,5.742032,"ops/ms",stm,7,100
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,41.778157,3.883997,"ops/ms",stm,7,100
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,41.778157,3.883997,"ops/ms",stm,7,100
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,92.794288,8.697978,"ops/ms",stm,7,100
