"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: engineName","Param: spinningBackOff","Param: work"
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,78.668425,16.686719,"ops/ms",synchron,7,5000
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,22.023279,20.257530,"ops/ms",synchron,7,5000
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,56.645146,3.762066,"ops/ms",synchron,7,5000
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,56.645146,3.762066,"ops/ms",synchron,7,5000
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,56.646147,3.762066,"ops/ms",synchron,7,5000
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,49.394887,11.979498,"ops/ms",spinning,7,5000
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,24.796921,6.027721,"ops/ms",spinning,7,5000
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,24.597966,5.951885,"ops/ms",spinning,7,5000
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,24.597966,5.951885,"ops/ms",spinning,7,5000
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,24.598967,5.951885,"ops/ms",spinning,7,5000
"benchmarks.conflict.ExpensiveConflict.g","thrpt",2,50.000000,144.877854,7.123354,"ops/ms",stm,7,5000
"benchmarks.conflict.ExpensiveConflict.g:cheap","thrpt",2,50.000000,130.582135,6.950237,"ops/ms",stm,7,5000
"benchmarks.conflict.ExpensiveConflict.g:expensive","thrpt",2,50.000000,14.295719,0.324741,"ops/ms",stm,7,5000
"benchmarks.conflict.ExpensiveConflict.g:succeeded","thrpt",2,50.000000,14.295719,0.324741,"ops/ms",stm,7,5000
"benchmarks.conflict.ExpensiveConflict.g:tried","thrpt",2,50.000000,41.917393,0.732179,"ops/ms",stm,7,5000
